"index","r_odds","b_odds","weight_class"
2529,-650,535,"Women's Strawweight"
2530,-740,595,"Women's Strawweight"
2531,-220,200,"Women's Strawweight"
2532,165,-175,"Women's Strawweight"
2533,-220,200,"Welterweight"
2534,-315,285,"Lightweight"
2535,-450,400,"Heavyweight"
2536,-315,285,"Heavyweight"
2537,-325,295,"Lightweight"
2538,-925,725,"Bantamweight"
2539,-140,130,"Middleweight"
2540,-500,435,"Light Heavyweight"
2541,175,-190,"Women's Bantamweight"
2542,-240,220,"Bantamweight"
2543,115,-125,"Featherweight"
2544,-170,160,"Featherweight"
2545,140,-150,"Lightweight"
2546,-175,165,"Flyweight"
2547,-420,375,"Heavyweight"
2548,-430,380,"Flyweight"
2549,-175,165,"Lightweight"
2550,-230,210,"Heavyweight"
2551,-420,375,"Middleweight"
2552,-280,255,"Lightweight"
2553,-265,245,"Lightweight"
2554,100,-110,"Women's Strawweight"
2555,375,-420,"Featherweight"
2556,-430,380,"Heavyweight"
2557,145,-155,"Welterweight"
2558,155,-165,"Featherweight"
2559,-255,235,"Welterweight"
2560,-160,150,"Welterweight"
2561,-230,210,"Featherweight"
2562,215,-235,"Bantamweight"
2563,-295,265,"Women's Bantamweight"
2564,-600,450,"Featherweight"
2565,-135,125,"Bantamweight"
2566,205,-225,"Bantamweight"
2567,-160,150,"Light Heavyweight"
2568,-380,340,"Welterweight"
2569,195,-215,"Welterweight"
2570,-440,390,"Welterweight"
2571,110,-130,"Women's Strawweight"
2572,-150,140,"Featherweight"
2573,-280,255,"Middleweight"
2574,115,-125,"Lightweight"
2575,-365,328,"Bantamweight"
2576,435,-500,"Welterweight"
2577,-525,450,"Middleweight"
2578,-130,120,"Lightweight"
2579,170,-185,"Middleweight"
2580,-178,167,"Heavyweight"
2581,-475,420,"Lightweight"
2582,200,-220,"Light Heavyweight"
2583,-150,140,"Middleweight"
2584,310,-340,"Flyweight"
2585,-105,-105,"Welterweight"
2586,-290,260,"Middleweight"
2587,540,-660,"Bantamweight"
2588,-200,185,"Featherweight"
2589,-210,190,"Light Heavyweight"
2590,-130,120,"Light Heavyweight"
2591,-220,200,"Featherweight"
2592,-245,225,"Lightweight"
2593,185,-200,"Welterweight"
2594,-700,568,"Lightweight"
2595,195,-215,"Flyweight"
2596,150,-160,"Featherweight"
2597,-405,360,"Lightweight"
2598,-105,-105,"Lightweight"
2599,-430,380,"Welterweight"
2600,-450,400,"Bantamweight"
2601,-320,290,"Lightweight"
2602,-340,280,"Middleweight"
2603,-430,380,"Welterweight"
2604,-750,600,"Bantamweight"
2605,-110,100,"Lightweight"
2606,-525,450,"Lightweight"
2607,-160,150,"Lightweight"
2608,-500,435,"Flyweight"
2609,-440,390,"Welterweight"
2610,-525,450,"Bantamweight"
2611,-360,325,"Welterweight"
2612,480,-570,"Featherweight"
2613,-265,245,"Light Heavyweight"
2614,-1000,650,"Featherweight"
2615,-120,110,"Middleweight"
2616,-205,188,"Welterweight"
2617,-290,260,"Featherweight"
2618,-140,130,"Welterweight"
2619,130,-140,"Middleweight"
2620,-150,140,"Lightweight"
2621,-260,240,"Featherweight"
2622,-1450,1150,"Flyweight"
2623,-135,125,"Lightweight"
2624,240,-260,"Featherweight"
2625,-133,123,"Middleweight"
2626,-215,195,"Women's Bantamweight"
2627,-560,475,"Bantamweight"
2628,-320,290,"Lightweight"
2629,340,-380,"Welterweight"
2630,-240,220,"Welterweight"
2631,220,-240,"Lightweight"
2632,145,-155,"Bantamweight"
2633,-120,110,"Heavyweight"
2634,-605,505,"Lightweight"
2635,-155,145,"Welterweight"
2636,-310,280,"Women's Bantamweight"
2637,-235,215,"Welterweight"
2638,-660,540,"Flyweight"
2639,-295,265,"Bantamweight"
2640,-145,135,"Featherweight"
2641,-660,540,"Welterweight"
2642,-150,140,"Bantamweight"
2643,-130,120,"Lightweight"
2644,-135,125,"Featherweight"
2645,-430,380,"Heavyweight"
2646,-235,215,"Lightweight"
2647,-210,190,"Lightweight"
2648,-105,-105,"Welterweight"
2649,-315,285,"Bantamweight"
2650,-110,100,"Women's Bantamweight"
2651,-130,120,"Featherweight"
2652,-130,120,"Welterweight"
2653,-185,170,"Lightweight"
2654,215,-235,"Welterweight"
2655,115,-125,"Bantamweight"
2656,-185,170,"Middleweight"
2657,-330,300,"Heavyweight"
2658,116,-126,"Heavyweight"
2659,190,-210,"Lightweight"
2660,230,-250,"Flyweight"
2661,-600,500,"Lightweight"
2662,-185,170,"Middleweight"
2663,-500,435,"Bantamweight"
2664,170,-185,"Featherweight"
2665,-1100,900,"Bantamweight"
2666,-265,245,"Lightweight"
2667,-145,135,"Women's Bantamweight"
2668,170,-185,"Lightweight"
2669,-115,105,"Lightweight"
2670,145,-165,"Middleweight"
2671,205,-225,"Heavyweight"
2672,-155,135,"Lightweight"
2673,-510,440,"Lightweight"
2674,245,-265,"Welterweight"
2675,-210,190,"Middleweight"
2676,-950,625,"Catch Weight"
2677,-125,115,"Lightweight"
2678,145,-155,"Featherweight"
2679,135,-145,"Welterweight"
2680,130,-140,"Lightweight"
2681,145,-155,"Bantamweight"
2682,-385,345,"Welterweight"
2683,-335,305,"Flyweight"
2684,-235,215,"Middleweight"
2685,-210,190,"Welterweight"
2686,140,-150,"Lightweight"
2687,205,-225,"Featherweight"
2688,175,-190,"Welterweight"
2689,-225,205,"Welterweight"
2690,130,-140,"Bantamweight"
2691,380,-430,"Welterweight"
2692,200,-220,"Bantamweight"
2693,130,-150,"Women's Bantamweight"
2694,-185,170,"Light Heavyweight"
2695,150,-160,"Lightweight"
2696,285,-315,"Middleweight"
2697,-155,145,"Welterweight"
2698,-200,185,"Heavyweight"
2699,-135,125,"Featherweight"
2700,290,-320,"Flyweight"
2701,-570,480,"Women's Bantamweight"
2702,-125,115,"Middleweight"
2703,110,-120,"Bantamweight"
2704,-325,295,"Welterweight"
2705,-660,540,"Light Heavyweight"
2706,155,-175,"Featherweight"
2707,-380,340,"Lightweight"
2708,215,-235,"Lightweight"
2709,205,-225,"Light Heavyweight"
2710,167,-179,"Welterweight"
2711,175,-190,"Featherweight"
2712,275,-305,"Lightweight"
2713,135,-145,"Welterweight"
2714,285,-315,"Women's Strawweight"
2715,-210,190,"Featherweight"
2716,-690,560,"Featherweight"
2717,-840,660,"Welterweight"
2718,149,-159,"Flyweight"
2719,-460,410,"Lightweight"
2720,-295,265,"Light Heavyweight"
2721,-155,145,"Flyweight"
2722,-130,120,"Middleweight"
2723,-155,145,"Middleweight"
2724,115,-125,"Light Heavyweight"
2725,225,-245,"Flyweight"
2726,-240,220,"Lightweight"
2727,-320,260,"Lightweight"
2728,-300,270,"Welterweight"
2729,-135,125,"Lightweight"
2730,-345,315,"Flyweight"
2731,155,-175,"Featherweight"
2732,-165,155,"Lightweight"
2733,120,-130,"Women's Bantamweight"
2734,230,-250,"Bantamweight"
2735,170,-185,"Lightweight"
2736,-560,475,"Women's Strawweight"
2737,-370,330,"Featherweight"
2738,-265,245,"Light Heavyweight"
2739,-150,140,"Middleweight"
2740,-185,170,"Heavyweight"
2741,-290,260,"Flyweight"
2742,200,-220,"Lightweight"
2743,115,-125,"Bantamweight"
2744,-420,375,"Lightweight"
2745,210,-230,"Light Heavyweight"
2746,210,-230,"Catch Weight"
2747,-750,600,"Light Heavyweight"
2748,-185,170,"Middleweight"
2749,-900,700,"Women's Bantamweight"
2750,-310,255,"Middleweight"
2751,-115,105,"Bantamweight"
2752,-705,570,"Bantamweight"
2753,115,-125,"Welterweight"
2754,-240,220,"Middleweight"
2755,-185,170,"Bantamweight"
2756,160,-170,"Middleweight"
2757,168,-180,"Middleweight"
2758,-225,205,"Featherweight"
2759,-275,250,"Welterweight"
2760,-270,248,"Middleweight"
2761,-270,248,"Featherweight"
2762,140,-150,"Middleweight"
2763,-177,166,"Lightweight"
2764,170,-185,"Lightweight"
2765,-185,170,"Bantamweight"
2766,170,-200,"Middleweight"
2767,-460,410,"Flyweight"
2768,-140,130,"Heavyweight"
2769,-200,170,"Middleweight"
2770,155,-165,"Heavyweight"
2771,185,-200,"Featherweight"
2772,-250,230,"Welterweight"
2773,-165,155,"Lightweight"
2774,-125,115,"Flyweight"
2775,-105,-105,"Welterweight"
2776,-290,260,"Welterweight"
2777,-120,110,"Featherweight"
2778,-265,245,"Light Heavyweight"
2779,-690,560,"Flyweight"
2780,-115,105,"Welterweight"
2781,-165,155,"Light Heavyweight"
2782,140,-150,"Heavyweight"
2783,-165,155,"Light Heavyweight"
2784,-450,400,"Welterweight"
2785,125,-135,"Women's Bantamweight"
2786,200,-220,"Bantamweight"
2787,-185,170,"Lightweight"
2788,140,-150,"Bantamweight"
2789,-105,-105,"Lightweight"
2790,-225,205,"Lightweight"
2791,120,-130,"Lightweight"
2792,-570,480,"Flyweight"
2793,-280,255,"Lightweight"
2794,145,-155,"Lightweight"
2795,-120,110,"Bantamweight"
2796,540,-660,"Bantamweight"
2797,-105,-105,"Welterweight"
2798,-245,225,"Flyweight"
2799,-150,140,"Lightweight"
2800,-310,280,"Light Heavyweight"
2801,-650,535,"Heavyweight"
2802,185,-200,"Heavyweight"
2803,185,-200,"Middleweight"
2804,-455,405,"Welterweight"
2805,-320,290,"Featherweight"
2806,290,-320,"Lightweight"
2807,-500,435,"Lightweight"
2808,-175,165,"Welterweight"
2809,-325,295,"Featherweight"
2810,-320,290,"Middleweight"
2811,-150,140,"Heavyweight"
2812,-295,265,"Bantamweight"
2813,235,-255,"Middleweight"
2814,-165,155,"Middleweight"
2815,-155,145,"Middleweight"
2816,-245,225,"Featherweight"
2817,-140,130,"Lightweight"
2818,-105,-105,"Middleweight"
2819,305,-335,"Bantamweight"
2820,140,-150,"Welterweight"
2821,205,-225,"Featherweight"
2822,160,-170,"Heavyweight"
2823,-910,710,"Bantamweight"
2824,-750,525,"Light Heavyweight"
2825,-170,160,"Welterweight"
2826,-145,135,"Bantamweight"
2827,-215,195,"Lightweight"
2828,-150,140,"Lightweight"
2829,-315,285,"Lightweight"
2830,-355,320,"Bantamweight"
2831,-430,380,"Lightweight"
2832,-260,240,"Lightweight"
2833,-140,130,"Featherweight"
2834,-125,115,"Welterweight"
2835,210,-230,"Welterweight"
2836,160,-170,"Middleweight"
2837,-295,265,"Lightweight"
2838,275,-305,"Welterweight"
2839,-310,280,"Heavyweight"
2840,135,-145,"Flyweight"
2841,135,-155,"Middleweight"
2842,-210,190,"Flyweight"
2843,-560,475,"Welterweight"
2844,-935,735,"Bantamweight"
2845,460,-540,"Featherweight"
2846,-290,260,"Lightweight"
2847,245,-265,"Welterweight"
2848,-440,390,"Light Heavyweight"
2849,-240,220,"Light Heavyweight"
2850,-1000,800,"Middleweight"
2851,-185,170,"Lightweight"
2852,125,-135,"Featherweight"
2853,-450,400,"Flyweight"
2854,-155,145,"Lightweight"
2855,-135,125,"Women's Bantamweight"
2856,-355,320,"Lightweight"
2857,-110,100,"Bantamweight"
2858,200,-220,"Heavyweight"
2859,-185,170,"Women's Bantamweight"
2860,160,-170,"Lightweight"
2861,-145,135,"Middleweight"
2862,275,-305,"Lightweight"
2863,-480,423,"Welterweight"
2864,-265,245,"Lightweight"
2865,-115,105,"Featherweight"
2866,-295,265,"Middleweight"
2867,-420,375,"Welterweight"
2868,-155,145,"Flyweight"
2869,-140,130,"Featherweight"
2870,-290,260,"Heavyweight"
2871,-200,185,"Middleweight"
2872,185,-200,"Welterweight"
2873,175,-190,"Middleweight"
2874,145,-155,"Welterweight"
2875,-1050,850,"Featherweight"
2876,-105,-105,"Welterweight"
2877,-265,245,"Women's Bantamweight"
2878,-660,540,"Light Heavyweight"
2879,-155,145,"Bantamweight"
2880,-660,540,"Lightweight"
2881,-235,215,"Middleweight"
2882,-230,210,"Welterweight"
2883,-315,285,"Bantamweight"
2884,150,-160,"Heavyweight"
2885,-140,130,"Featherweight"
2886,365,-410,"Welterweight"
2887,235,-255,"Lightweight"
2888,-280,255,"Heavyweight"
2889,-545,465,"Middleweight"
2890,210,-230,"Featherweight"
2891,-170,160,"Bantamweight"
2892,-165,155,"Light Heavyweight"
2893,-380,340,"Middleweight"
2894,275,-305,"Lightweight"
2895,260,-290,"Light Heavyweight"
2896,285,-315,"Lightweight"
2897,-185,170,"Featherweight"
2898,-840,660,"Middleweight"
2899,170,-185,"Flyweight"
2900,-135,125,"Welterweight"
2901,-135,125,"Light Heavyweight"
2902,285,-315,"Featherweight"
2903,-365,328,"Welterweight"
2904,-200,185,"Welterweight"
2905,160,-170,"Lightweight"
2906,160,-170,"Welterweight"
2907,-500,435,"Light Heavyweight"
2908,-170,160,"Welterweight"
2909,230,-250,"Women's Bantamweight"
2910,-260,240,"Featherweight"
2911,290,-320,"Welterweight"
2912,-155,145,"Lightweight"
2913,550,-675,"Flyweight"
2914,145,-155,"Middleweight"
2915,-210,190,"Featherweight"
2916,-525,450,"Light Heavyweight"
2917,-150,140,"Lightweight"
2918,-1000,800,"Flyweight"
2919,-280,255,"Welterweight"
2920,125,-135,"Light Heavyweight"
2921,-430,345,"Middleweight"
2922,-225,205,"Middleweight"
2923,-265,225,"Welterweight"
2924,155,-165,"Flyweight"
2925,-290,260,"Welterweight"
2926,-295,265,"Welterweight"
2927,-115,105,"Heavyweight"
2928,-475,420,"Featherweight"
2929,185,-200,"Lightweight"
2930,-160,150,"Bantamweight"
2931,125,-135,"Welterweight"
2932,-440,390,"Featherweight"
2933,-360,325,"Women's Bantamweight"
2934,-750,600,"Light Heavyweight"
2935,-290,260,"Welterweight"
2936,-165,155,"Welterweight"
2937,120,-130,"Welterweight"
2938,-150,140,"Women's Bantamweight"
2939,-270,248,"Bantamweight"
2940,280,-340,"Bantamweight"
2941,-230,210,"Flyweight"
2942,423,-480,"Lightweight"
2943,275,-305,"Lightweight"
2944,-210,190,"Middleweight"
2945,-500,435,"Middleweight"
2946,-1100,900,"Welterweight"
2947,-135,125,"Welterweight"
2948,-735,590,"Featherweight"
2949,230,-250,"Lightweight"
2950,150,-160,"Lightweight"
2951,-155,145,"Lightweight"
2952,-215,195,"Bantamweight"
2953,100,-110,"Featherweight"
2954,195,-215,"Welterweight"
2955,-105,-105,"Featherweight"
2956,-335,305,"Bantamweight"
2957,-750,600,"Featherweight"
2958,375,-420,"Heavyweight"
2959,135,-145,"Flyweight"
2960,-115,105,"Lightweight"
2961,-125,115,"Lightweight"
2962,-170,160,"Flyweight"
2963,115,-125,"Middleweight"
2964,-150,140,"Lightweight"
2965,-200,185,"Middleweight"
2966,130,-140,"Lightweight"
2967,135,-145,"Welterweight"
2968,-310,280,"Lightweight"
2969,-290,260,"Heavyweight"
2970,-170,160,"Lightweight"
2971,105,-115,"Featherweight"
2972,177,-192,"Bantamweight"
2973,-500,400,"Bantamweight"
2974,-185,170,"Bantamweight"
2975,290,-320,"Bantamweight"
2976,-240,220,"Lightweight"
2977,255,-280,"Welterweight"
2978,-400,355,"Heavyweight"
2979,-405,360,"Middleweight"
2980,-260,240,"Middleweight"
2981,-330,270,"Bantamweight"
2982,-210,190,"Middleweight"
2983,-210,190,"Flyweight"
2984,-120,110,"Featherweight"
2985,-155,145,"Lightweight"
2986,165,-175,"Lightweight"
2987,-130,120,"Middleweight"
2988,-270,248,"Flyweight"
2989,-150,140,"Lightweight"
2990,-200,185,"Lightweight"
2991,-240,200,"Welterweight"
2992,-102,-108,"Featherweight"
2993,140,-160,"Welterweight"
2994,-325,295,"Bantamweight"
2995,-265,245,"Featherweight"
2996,-165,155,"Lightweight"
2997,175,-190,"Bantamweight"
2998,-350,318,"Lightweight"
2999,-360,325,"Bantamweight"
3000,-120,110,"Bantamweight"
3001,165,-175,"Middleweight"
3002,-680,555,"Women's Bantamweight"
3003,-135,125,"Heavyweight"
3004,-420,375,"Lightweight"
3005,-240,220,"Featherweight"
3006,295,-325,"Middleweight"
3007,-145,135,"Lightweight"
3008,-310,280,"Featherweight"
3009,135,-145,"Welterweight"
3010,120,-130,"Welterweight"
3011,-165,155,"Featherweight"
3012,-135,125,"Flyweight"
3013,-150,130,"Bantamweight"
3014,-900,600,"Featherweight"
3015,-175,165,"Lightweight"
3016,110,-120,"Welterweight"
3017,255,-280,"Lightweight"
3018,140,-150,"Lightweight"
3019,-220,200,"Flyweight"
3020,-265,245,"Lightweight"
3021,130,-140,"Lightweight"
3022,210,-230,"Flyweight"
3023,140,-150,"Heavyweight"
3024,125,-135,"Light Heavyweight"
3025,-525,450,"Light Heavyweight"
3026,-170,160,"Heavyweight"
3027,-140,130,"Middleweight"
3028,-170,160,"Women's Bantamweight"
3029,-325,295,"Bantamweight"
3030,-190,165,"Middleweight"
3031,310,-340,"Flyweight"
3032,-235,215,"Middleweight"
3033,540,-660,"Welterweight"
3034,-120,110,"Lightweight"
3035,-290,260,"Women's Bantamweight"
3036,-200,185,"Bantamweight"
3037,-245,225,"Women's Bantamweight"
3038,400,-450,"Women's Bantamweight"
3039,177,-192,"Featherweight"
3040,-105,-105,"Featherweight"
3041,-245,225,"Heavyweight"
3042,-230,210,"Welterweight"
3043,-115,105,"Flyweight"
3044,-192,177,"Welterweight"
3045,-240,220,"Light Heavyweight"
3046,-410,365,"Welterweight"
3047,100,-110,"Welterweight"
3048,-160,150,"Flyweight"
3049,-125,115,"Lightweight"
3050,165,-175,"Middleweight"
3051,190,-210,"Welterweight"
3052,-425,378,"Bantamweight"
3053,-320,290,"Welterweight"
3054,355,-400,"Bantamweight"
3055,310,-340,"Light Heavyweight"
3056,-220,200,"Light Heavyweight"
3057,-165,155,"Middleweight"
3058,-320,290,"Light Heavyweight"
3059,325,-360,"Welterweight"
3060,105,-115,"Welterweight"
3061,-185,170,"Featherweight"
3062,-120,110,"Featherweight"
3063,140,-150,"Middleweight"
3064,-245,225,"Lightweight"
3065,130,-140,"Lightweight"
3066,-115,105,"Flyweight"
3067,-380,340,"Middleweight"
3068,-190,165,"Women's Bantamweight"
3069,145,-155,"Middleweight"
3070,125,-135,"Lightweight"
3071,110,-120,"Lightweight"
3072,105,-115,"Lightweight"
3073,125,-135,"Bantamweight"
3074,-190,175,"Featherweight"
3075,115,-125,"Women's Bantamweight"
3076,375,-420,"Middleweight"
3077,235,-255,"Lightweight"
3078,-145,135,"Welterweight"
3079,-170,160,"Middleweight"
3080,-380,340,"Middleweight"
3081,130,-140,"Lightweight"
3082,-150,140,"Light Heavyweight"
3083,-175,165,"Lightweight"
3084,-175,165,"Middleweight"
3085,375,-420,"Flyweight"
3086,-160,150,"Lightweight"
3087,185,-200,"Middleweight"
3088,110,-120,"Women's Bantamweight"
3089,185,-200,"Featherweight"
3090,-440,390,"Featherweight"
3091,295,-325,"Middleweight"
3092,-200,185,"Heavyweight"
3093,-500,435,"Heavyweight"
3094,-545,465,"Lightweight"
3095,135,-155,"Heavyweight"
3096,-400,355,"Flyweight"
3097,-145,135,"Middleweight"
3098,170,-185,"Welterweight"
3099,-190,175,"Women's Bantamweight"
3100,135,-145,"Lightweight"
3101,175,-190,"Welterweight"
3102,-420,375,"Lightweight"
3103,185,-200,"Featherweight"
3104,135,-145,"Bantamweight"
3105,-355,295,"Welterweight"
3106,-170,160,"Welterweight"
3107,-380,340,"Light Heavyweight"
3108,-155,145,"Light Heavyweight"
3109,210,-230,"Welterweight"
3110,210,-230,"Bantamweight"
3111,-345,315,"Welterweight"
3112,-310,280,"Welterweight"
3113,-345,315,"Flyweight"
3114,-255,215,"Lightweight"
3115,-840,660,"Light Heavyweight"
3116,-750,600,"Bantamweight"
3117,145,-155,"Heavyweight"
3118,-145,135,"Middleweight"
3119,245,-265,"Lightweight"
3120,375,-420,"Lightweight"
3121,-125,115,"Bantamweight"
3122,380,-430,"Welterweight"
3123,150,-160,"Bantamweight"
3124,-150,140,"Lightweight"
3125,105,-115,"Lightweight"
3126,130,-140,"Bantamweight"
3127,230,-250,"Heavyweight"
3128,-330,300,"Light Heavyweight"
3129,210,-230,"Middleweight"
3130,-720,580,"Flyweight"
3131,-310,280,"Lightweight"
3132,-250,230,"Middleweight"
3133,315,-345,"Flyweight"
3134,-275,250,"Featherweight"
3135,-110,100,"Bantamweight"
3136,100,-110,"Welterweight"
3137,255,-280,"Welterweight"
3138,-220,200,"Welterweight"
3139,100,-110,"Lightweight"
3140,167,-178,"Heavyweight"
3141,-500,435,"Featherweight"
3142,-155,145,"Heavyweight"
3143,-200,185,"Featherweight"
3144,-105,-105,"Lightweight"
3145,210,-230,"Flyweight"
3146,-255,235,"Welterweight"
3147,210,-230,"Bantamweight"
3148,120,-130,"Heavyweight"
3149,185,-200,"Lightweight"
3150,120,-130,"Middleweight"
3151,-280,255,"Welterweight"
3152,105,-115,"Lightweight"
3153,-310,280,"Welterweight"
3154,170,-185,"Welterweight"
3155,160,-170,"Bantamweight"
3156,-525,450,"Middleweight"
3157,-315,285,"Middleweight"
3158,248,-270,"Welterweight"
3159,145,-165,"Featherweight"
3160,-130,120,"Welterweight"
3161,-125,115,"Welterweight"
3162,115,-125,"Lightweight"
3163,-160,150,"Light Heavyweight"
3164,-150,140,"Heavyweight"
3165,-215,195,"Bantamweight"
3166,-125,115,"Welterweight"
3167,-475,420,"Middleweight"
3168,-245,225,"Lightweight"
3169,290,-320,"Bantamweight"
3170,-245,225,"Featherweight"
3171,-210,190,"Featherweight"
3172,-178,167,"Featherweight"
3173,-140,130,"Featherweight"
3174,350,-440,"Light Heavyweight"
3175,-190,175,"Lightweight"
3176,-875,685,"Featherweight"
3177,-325,295,"Light Heavyweight"
3178,-460,410,"Middleweight"
3179,-160,150,"Middleweight"
3180,-400,355,"Flyweight"
3181,-500,435,"Light Heavyweight"
3182,-195,180,"Women's Bantamweight"
3183,-161,151,"Welterweight"
3184,-455,405,"Flyweight"
3185,-1000,800,"Featherweight"
3186,-120,110,"Light Heavyweight"
3187,-192,177,"Welterweight"
3188,-420,375,"Flyweight"
3189,-230,210,"Welterweight"
3190,-345,315,"Welterweight"
3191,-500,435,"Women's Bantamweight"
3192,255,-280,"Lightweight"
3193,-265,245,"Lightweight"
3194,145,-155,"Lightweight"
3195,165,-190,"Lightweight"
3196,-175,165,"Middleweight"
3197,170,-185,"Women's Bantamweight"
3198,220,-240,"Lightweight"
3199,-220,200,"Bantamweight"
3200,-230,210,"Middleweight"
3201,-640,470,"Featherweight"
3202,-155,145,"Middleweight"
3203,100,-110,"Middleweight"
3204,-178,167,"Featherweight"
3205,140,-150,"Middleweight"
3206,-131,121,"Lightweight"
3207,-155,135,"Heavyweight"
3208,-600,500,"Lightweight"
3209,-280,250,"Welterweight"
3210,-660,540,"Welterweight"
3211,-190,175,"Light Heavyweight"
3212,-275,250,"Heavyweight"
3213,-310,280,"Light Heavyweight"
3214,-500,435,"Women's Bantamweight"
3215,105,-115,"Heavyweight"
3216,190,-210,"Welterweight"
3217,-290,260,"Lightweight"
3218,130,-140,"Welterweight"
3219,-136,126,"Bantamweight"
3220,230,-250,"Lightweight"
3221,-340,310,"Bantamweight"
3222,245,-265,"Heavyweight"
3223,140,-150,"Welterweight"
3224,190,-210,"Light Heavyweight"
3225,-410,365,"Welterweight"
3226,-440,390,"Middleweight"
3227,-330,300,"Featherweight"
3228,-430,380,"Bantamweight"
3229,200,-220,"Featherweight"
3230,-170,160,"Welterweight"
3231,-155,145,"Featherweight"
3232,115,-125,"Middleweight"
3233,-240,220,"Middleweight"
3234,-705,570,"Heavyweight"
3235,-475,420,"Heavyweight"
3236,-420,375,"Light Heavyweight"
3237,-135,125,"Lightweight"
3238,-270,248,"Lightweight"
3239,150,-160,"Welterweight"
3240,-295,265,"Featherweight"
3241,-140,130,"Welterweight"
3242,-305,275,"Lightweight"
3243,-170,160,"Welterweight"
3244,-295,265,"Bantamweight"
3245,-170,160,"Featherweight"
3246,-105,-105,"Middleweight"
3247,-600,500,"Middleweight"
3248,-210,190,"Lightweight"
3249,-300,270,"Middleweight"
3250,-109,-101,"Featherweight"
3251,-320,290,"Lightweight"
3252,-255,235,"Lightweight"
3253,-190,175,"Welterweight"
3254,-525,450,"Bantamweight"
3255,-265,245,"Light Heavyweight"
3256,105,-115,"Flyweight"
3257,-165,155,"Flyweight"
3258,-315,285,"Lightweight"
3259,-875,685,"Light Heavyweight"
3260,-175,165,"Middleweight"
3261,-235,215,"Heavyweight"
3262,-280,255,"Light Heavyweight"
3263,-250,230,"Lightweight"
3264,-185,170,"Lightweight"
3265,135,-145,"Light Heavyweight"
3266,-570,480,"Women's Bantamweight"
3267,100,-110,"Bantamweight"
3268,-205,188,"Featherweight"
3269,-115,105,"Featherweight"
3270,-310,280,"Lightweight"
3271,335,-375,"Heavyweight"
3272,-145,135,"Lightweight"
3273,290,-320,"Welterweight"
3274,-615,510,"Featherweight"
3275,-110,100,"Middleweight"
3276,190,-210,"Lightweight"
3277,-570,480,"Flyweight"
3278,100,-120,"Lightweight"
3279,-320,290,"Bantamweight"
3280,-175,165,"Lightweight"
3281,165,-175,"Middleweight"
3282,-440,390,"Bantamweight"
3283,-285,258,"Middleweight"
3284,105,-115,"Women's Bantamweight"
3285,-245,225,"Heavyweight"
3286,-210,190,"Middleweight"
3287,-455,405,"Middleweight"
3288,-115,105,"Middleweight"
3289,-130,120,"Middleweight"
3290,130,-140,"Middleweight"
3291,140,-150,"Featherweight"
3292,180,-195,"Featherweight"
3293,100,-110,"Featherweight"
3294,-710,575,"Light Heavyweight"
3295,310,-340,"Lightweight"
3296,-250,230,"Heavyweight"
3297,-145,135,"Bantamweight"
3298,-220,200,"Featherweight"
3299,420,-475,"Featherweight"
3300,260,-290,"Lightweight"
3301,-240,220,"Middleweight"
3302,175,-190,"Welterweight"
3303,140,-150,"Featherweight"
3304,240,-260,"Welterweight"
3305,125,-135,"Middleweight"
3306,-120,110,"Welterweight"
3307,-545,465,"Welterweight"
3308,-115,105,"Welterweight"
3309,-135,125,"Welterweight"
3310,-145,135,"Middleweight"
3311,-450,400,"Lightweight"
3312,-190,175,"Welterweight"
3313,210,-230,"Featherweight"
3314,250,-300,"Welterweight"
3315,-130,120,"Lightweight"
3316,-370,330,"Welterweight"
3317,-660,540,"Bantamweight"
3318,110,-120,"Bantamweight"
3319,270,-300,"Light Heavyweight"
3320,-205,188,"Heavyweight"
3321,211,-231,"Lightweight"
3322,185,-200,"Middleweight"
3323,-150,140,"Featherweight"
3324,-170,160,"Welterweight"
3325,110,-120,"Middleweight"
3326,-215,195,"Bantamweight"
3327,105,-115,"Lightweight"
3328,110,-120,"Bantamweight"
3329,248,-270,"Welterweight"
3330,-900,700,"Women's Bantamweight"
3331,-192,177,"Light Heavyweight"
3332,-350,318,"Bantamweight"
3333,-370,330,"Welterweight"
3334,-310,280,"Welterweight"
3335,-105,-105,"Heavyweight"
3336,-190,175,"Lightweight"
3337,-410,365,"Featherweight"
3338,150,-160,"Lightweight"
3339,135,-145,"Welterweight"
3340,135,-145,"Welterweight"
3341,145,-155,"Welterweight"
3342,-295,265,"Bantamweight"
3343,100,-110,"Featherweight"
3344,-200,185,"Light Heavyweight"
3345,-330,300,"Welterweight"
3346,-230,190,"Light Heavyweight"
3347,-105,-105,"Welterweight"
3348,-355,320,"Lightweight"
3349,-107,-103,"Lightweight"
3350,145,-155,"Featherweight"
3351,-110,100,"Middleweight"
3352,-127,117,"Bantamweight"
3353,185,-200,"Flyweight"
3354,-175,165,"Featherweight"
3355,-525,450,"Light Heavyweight"
3356,-440,390,"Heavyweight"
3357,-171,161,"Welterweight"
3358,-210,190,"Flyweight"
3359,125,-135,"Lightweight"
3360,-160,150,"Welterweight"
3361,-430,380,"Lightweight"
3362,-215,195,"Lightweight"
3363,-135,125,"Bantamweight"
3364,275,-305,"Bantamweight"
3365,-245,205,"Flyweight"
3366,215,-235,"Light Heavyweight"
3367,-150,140,"Lightweight"
3368,-225,205,"Featherweight"
3369,-185,170,"Lightweight"
