,r_fighter,r_reach,r_height,b_fighter,b_reach,b_height,win_type,last_round,match_type,match_length,referee,date,winner,reach_win,height_win
4605,jason day,72,6'0,alan belcher,75,6'2,ko/tko,1,3 rnd (5-5-5),00:03:58,keith peterson,2008-04-19,jason day,False,False
4606,georges st-pierre,76,5'11,matt serra,68,5'6,ko/tko,2,5 rnd (5-5-5-5-5),00:09:45,keith peterson,2008-04-19,georges st-pierre,True,True
4607,mac danzig,70,5'8,mark bocek,75,5'8,submission,3,3 rnd (5-5-5),00:13:48,keith peterson,2008-04-19,mac danzig,False,True
4608,michael bisping,75,6'1,charles mccarthy,71,5'10,ko/tko,1,3 rnd (5-5-5),00:05:00,keith peterson,2008-04-19,michael bisping,True,True
4609,rich franklin,76,6'1,travis lutter,75,5'11,ko/tko,2,3 rnd (5-5-5),00:08:01,keith peterson,2008-04-19,rich franklin,True,True
4610,demian maia,72,6'1,ed herman,77,6'1,submission,2,3 rnd (5-5-5),00:07:27,keith peterson,2008-04-19,demian maia,False,True
4611,jason macdonald,80,6'3,joe doerksen,75,6'0,ko/tko,2,3 rnd (5-5-5),00:05:54,keith peterson,2008-04-19,jason macdonald,True,True
4612,nate quarry,72,6'0,kalib starnes,74,6'3,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2008-04-19,nate quarry,False,False
4613,rich clementi,72,5'9,sam stout,70,5'9,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2008-04-19,rich clementi,True,True
4614,jonathan goulet,73,6'0,kuniyoshi hironaka,70,5'10,ko/tko,2,3 rnd (5-5-5),00:07:07,keith peterson,2008-04-19,jonathan goulet,True,True
4615,matt hamill,76,6'1,tim boetsch,74,6'0,ko/tko,2,3 rnd (5-5-5),00:06:25,keith peterson,2008-04-02,matt hamill,True,True
4616,james irvin,75,6'2,houston alexander,72,6'0,ko/tko,1,3 rnd (5-5-5),00:00:08,keith peterson,2008-04-02,james irvin,True,True
4617,thiago alves,70,5'9,karo parisyan,72,5'10,ko/tko,2,3 rnd (5-5-5),00:05:24,keith peterson,2008-04-02,thiago alves,False,False
4618,kenny florian,74,5'10,joe lauzon,71,5'10,ko/tko,2,3 rnd (5-5-5),00:08:28,keith peterson,2008-04-02,kenny florian,True,True
4619,gray maynard,70,5'9,frankie edgar,68,5'6,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2008-04-02,gray maynard,True,True
4620,nate diaz,76,6'0,kurt pellegrino,70,5'8,submission,2,3 rnd (5-5-5),00:08:06,keith peterson,2008-04-02,nate diaz,True,True
4621,anthony johnson,78,6'2,tommy speer,71,5'10,ko/tko,1,3 rnd (5-5-5),00:00:51,keith peterson,2008-04-02,anthony johnson,True,True
4622,josh koscheck,73,5'10,dustin hazelett,76,6'1,ko/tko,2,3 rnd (5-5-5),00:06:24,keith peterson,2008-03-01,josh koscheck,False,False
4623,luigi fioravanti,70,5'8,luke cummo,74,6'0,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2008-03-01,luigi fioravanti,False,False
4624,jon fitch,74,6'0,chris wilson,75,6'1,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2008-03-01,jon fitch,False,False
4625,chris leben,73,5'11,alessio sakara,72,6'0,ko/tko,1,3 rnd (5-5-5),00:03:16,keith peterson,2008-03-01,chris leben,True,True
4626,heath herring,78,6'4,cheick kongo,82,6'4,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2008-03-01,heath herring,False,True
4627,andrei arlovski,77,6'3,jake o'brien,76,6'3,ko/tko,2,3 rnd (5-5-5),00:09:17,keith peterson,2008-03-01,andrei arlovski,True,True
4628,anderson silva,77,6'2,dan henderson,74,5'11,submission,2,5 rnd (5-5-5-5-5),00:09:52,keith peterson,2008-03-01,anderson silva,True,True
4629,yushin okami,75,6'2,evan tanner,74,6'0,ko/tko,2,3 rnd (5-5-5),00:08:00,keith peterson,2008-03-01,yushin okami,True,True
4630,diego sanchez,72,5'10,david bielkheden,71,5'10,ko/tko,1,3 rnd (5-5-5),00:04:43,keith peterson,2008-03-01,diego sanchez,True,True
4631,nate marquardt,74,6'0,jeremy horn,74,6'1,submission,2,3 rnd (5-5-5),00:06:37,keith peterson,2008-02-02,nate marquardt,True,False
4632,antonio rodrigo nogueira,77,6'3,tim sylvia,80,6'8,submission,3,5 rnd (5-5-5-5-5),00:11:28,keith peterson,2008-02-02,antonio rodrigo nogueira,False,False
4633,marvin eastman,73,5'9,terry martin,71,5'8,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2008-02-02,marvin eastman,True,True
4634,tim boetsch,74,6'0,david heath,72,5'11,ko/tko,1,3 rnd (5-5-5),00:04:52,keith peterson,2008-02-02,tim boetsch,True,False
4635,frank mir,79,6'3,brock lesnar,81,6'3,submission,1,3 rnd (5-5-5),00:01:30,keith peterson,2008-02-02,frank mir,False,True
4636,tyson griffin,68,5'6,gleison tibau,71,5'10,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2008-02-02,tyson griffin,False,False
4637,chris lytle,68,5'11,kyle bradley,71,5'9,ko/tko,1,3 rnd (5-5-5),00:00:33,keith peterson,2008-02-02,chris lytle,False,True
4638,rob emerson,70,5'9,keita nakamura,73,5'11,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2008-02-02,rob emerson,False,False
4639,patrick cote,75,5'11,drew mcfedries,72,6'0,ko/tko,1,3 rnd (5-5-5),00:01:44,keith peterson,2008-01-23,patrick cote,True,True
4640,nate diaz,76,6'0,alvin robinson,68,5'9,submission,1,3 rnd (5-5-5),00:03:39,keith peterson,2008-01-23,nate diaz,True,True
4641,thiago tavares,70,5'7,michihiro omigawa,68,5'6,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2008-01-23,thiago tavares,True,True
4642,gray maynard,70,5'9,dennis siver,70,5'6,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2008-01-23,gray maynard,True,True
4643,jeremy stephens,71,5'9,cole miller,73,6'1,ko/tko,2,3 rnd (5-5-5),00:09:44,keith peterson,2008-01-23,jeremy stephens,False,False
4644,mike swick,77,6'1,joshua burkman,72,5'10,decision - majority,3,3 rnd (5-5-5),00:15:00,keith peterson,2008-01-23,mike swick,True,True
4645,matt wiman,68,5'10,justin buchholz,73,6'0,submission,1,3 rnd (5-5-5),00:02:56,keith peterson,2008-01-23,matt wiman,False,True
4646,marcus davis,70,5'10,jess liaudin,72,5'9,ko/tko,1,3 rnd (5-5-5),00:01:04,keith peterson,2008-01-19,marcus davis,False,True
4647,bj penn,70,5'9,joe stevenson,70,5'7,submission,2,5 rnd (5-5-5-5-5),00:09:02,keith peterson,2008-01-19,bj penn,True,True
4648,fabricio werdum,77,6'4,gabriel gonzaga,76,6'2,ko/tko,2,3 rnd (5-5-5),00:09:34,keith peterson,2008-01-19,fabricio werdum,True,True
4649,paul kelly,70,5'9,paul taylor,72,6'0,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2008-01-19,paul kelly,False,False
4650,jorge rivera,73,6'1,kendall grove,79,6'6,ko/tko,1,3 rnd (5-5-5),00:01:20,keith peterson,2008-01-19,jorge rivera,False,False
4651,wilson gouveia,76,6'1,jason lambert,75,6'3,ko/tko,2,3 rnd (5-5-5),00:05:37,keith peterson,2008-01-19,wilson gouveia,True,False
4652,sam stout,70,5'9,per eklund,72,5'10,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2008-01-19,sam stout,False,False
4653,manvel gamburyan,67,5'5,nate mohr,72,5'9,submission,1,3 rnd (5-5-5),00:01:31,keith peterson,2007-12-29,manvel gamburyan,False,False
4654,lyoto machida,74,6'1,rameau thierry sokoudjou,78,5'10,submission,2,3 rnd (5-5-5),00:09:20,keith peterson,2007-12-29,lyoto machida,False,True
4655,chuck liddell,76,6'2,wanderlei silva,74,5'11,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-12-29,chuck liddell,True,True
4656,georges st-pierre,76,5'11,matt hughes,73,5'9,submission,2,5 rnd (5-5-5-5-5),00:09:54,keith peterson,2007-12-29,georges st-pierre,True,True
4657,rich clementi,72,5'9,melvin guillard,71,5'9,submission,1,3 rnd (5-5-5),00:04:40,keith peterson,2007-12-29,rich clementi,True,True
4658,james irvin,75,6'2,luiz cane,77,6'2,dq,1,3 rnd (5-5-5),00:01:51,keith peterson,2007-12-29,james irvin,False,True
4659,eddie sanchez,74,6'2,soa palelei,81,6'4,ko/tko,3,3 rnd (5-5-5),00:13:24,keith peterson,2007-12-29,eddie sanchez,False,False
4660,roan carneiro,76,5'11,tony desouza,70,6'0,ko/tko,2,3 rnd (5-5-5),00:08:33,keith peterson,2007-12-29,roan carneiro,True,True
4661,mac danzig,70,5'8,tommy speer,71,5'10,submission,1,3 rnd (5-5-5),00:02:01,keith peterson,2007-12-08,mac danzig,False,False
4662,roger huerta,70,5'9,clay guida,70,5'7,submission,3,3 rnd (5-5-5),00:10:51,keith peterson,2007-12-08,roger huerta,True,True
4663,ed herman,77,6'1,joe doerksen,75,6'0,ko/tko,3,3 rnd (5-5-5),00:10:39,keith peterson,2007-11-17,ed herman,True,True
4664,frankie edgar,68,5'6,spencer fisher,68,5'7,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-11-17,frankie edgar,True,False
4665,thiago silva,74,6'2,houston alexander,72,6'0,ko/tko,1,3 rnd (5-5-5),00:03:25,keith peterson,2007-11-17,thiago silva,True,True
4666,thiago alves,70,5'9,chris lytle,68,5'11,tko - doctor's stoppage,2,3 rnd (5-5-5),00:10:00,keith peterson,2007-11-17,thiago alves,True,False
4667,rashad evans,75,6'0,michael bisping,75,6'1,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-11-17,rashad evans,True,False
4668,karo parisyan,72,5'10,ryo chonan,70,5'9,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-11-17,karo parisyan,True,True
4669,akihiro gono,68,5'7,tamdan mccrory,76,6'4,submission,2,3 rnd (5-5-5),00:08:19,keith peterson,2007-11-17,akihiro gono,False,False
4670,tim sylvia,80,6'8,brandon vera,78,6'3,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-10-20,tim sylvia,True,True
4671,yushin okami,75,6'2,jason macdonald,80,6'3,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-10-20,yushin okami,False,False
4672,joshua burkman,72,5'10,forrest petz,71,5'9,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-10-20,joshua burkman,True,True
4673,alvin robinson,68,5'9,jorge gurgel,69,5'7,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-10-20,alvin robinson,False,True
4674,anderson silva,77,6'2,rich franklin,76,6'1,ko/tko,2,5 rnd (5-5-5-5-5),00:06:07,keith peterson,2007-10-20,anderson silva,True,True
4675,demian maia,72,6'1,ryan jensen,76,6'1,submission,1,3 rnd (5-5-5),00:02:40,keith peterson,2007-10-20,demian maia,False,True
4676,stephan bonnar,79,6'4,eric schafer,76,6'3,ko/tko,2,3 rnd (5-5-5),00:07:47,keith peterson,2007-10-20,stephan bonnar,True,True
4677,alan belcher,75,6'2,kalib starnes,74,6'3,tko - doctor's stoppage,2,3 rnd (5-5-5),00:06:39,keith peterson,2007-10-20,alan belcher,True,False
4678,rich clementi,72,5'9,anthony johnson,78,6'2,submission,2,3 rnd (5-5-5),00:08:05,keith peterson,2007-09-22,rich clementi,False,False
4679,jon fitch,74,6'0,diego sanchez,72,5'10,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-09-22,jon fitch,True,True
4680,forrest griffin,77,6'3,mauricio rua,76,6'1,submission,3,3 rnd (5-5-5),00:14:45,keith peterson,2007-09-22,forrest griffin,True,True
4681,lyoto machida,74,6'1,kazuhiro nakamura,70,5'11,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-09-22,lyoto machida,True,True
4682,keith jardine,76,6'2,chuck liddell,76,6'2,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-09-22,keith jardine,True,True
4683,tyson griffin,68,5'6,thiago tavares,70,5'7,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-09-22,tyson griffin,False,False
4684,matt wiman,68,5'10,michihiro omigawa,68,5'6,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-09-22,matt wiman,True,True
4685,chris leben,73,5'11,terry martin,71,5'8,ko/tko,3,3 rnd (5-5-5),00:13:56,keith peterson,2007-09-19,chris leben,True,True
4686,thiago alves,70,5'9,kuniyoshi hironaka,70,5'10,ko/tko,2,3 rnd (5-5-5),00:09:04,keith peterson,2007-09-19,thiago alves,True,False
4687,cole miller,73,6'1,leonard garcia,68,5'10,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-09-19,cole miller,True,True
4688,nate quarry,72,6'0,pete sell,75,5'11,ko/tko,3,3 rnd (5-5-5),00:10:44,keith peterson,2007-09-19,nate quarry,False,False
4689,nate diaz,76,6'0,junior assuncao,72,5'9,submission,1,3 rnd (5-5-5),00:04:10,keith peterson,2007-09-19,nate diaz,True,True
4690,dustin hazelett,76,6'1,jonathan goulet,73,6'0,submission,1,3 rnd (5-5-5),00:01:14,keith peterson,2007-09-19,dustin hazelett,True,True
4691,houston alexander,72,6'0,alessio sakara,72,6'0,ko/tko,1,3 rnd (5-5-5),00:01:01,keith peterson,2007-09-08,houston alexander,True,True
4692,thiago silva,74,6'2,tomasz drwal,76,6'1,ko/tko,2,3 rnd (5-5-5),00:09:23,keith peterson,2007-09-08,thiago silva,False,True
4693,cheick kongo,82,6'4,mirko filipovic,73,6'2,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-09-08,cheick kongo,True,True
4694,michael bisping,75,6'1,matt hamill,76,6'1,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-09-08,michael bisping,False,True
4695,dennis siver,70,5'6,naoyuki kotani,66,5'8,ko/tko,2,3 rnd (5-5-5),00:07:04,keith peterson,2007-09-08,dennis siver,True,False
4696,gleison tibau,71,5'10,terry etim,73,6'1,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-09-08,gleison tibau,False,False
4697,marcus davis,70,5'10,paul taylor,72,6'0,submission,1,3 rnd (5-5-5),00:04:14,keith peterson,2007-09-08,marcus davis,False,True
4698,quinton jackson,73,6'1,dan henderson,74,5'11,decision - unanimous,5,5 rnd (5-5-5-5-5),00:25:00,keith peterson,2007-09-08,quinton jackson,False,True
4699,renato sobral,75,6'1,david heath,72,5'11,submission,2,3 rnd (5-5-5),00:08:30,keith peterson,2007-08-25,renato sobral,True,True
4700,patrick cote,75,5'11,kendall grove,79,6'6,ko/tko,1,3 rnd (5-5-5),00:04:45,keith peterson,2007-08-25,patrick cote,False,False
4701,randy couture,75,6'1,gabriel gonzaga,76,6'2,ko/tko,3,5 rnd (5-5-5-5-5),00:11:37,keith peterson,2007-08-25,randy couture,False,False
4702,frank mir,79,6'3,antoni hardonk,78,6'4,submission,1,3 rnd (5-5-5),00:01:17,keith peterson,2007-08-25,frank mir,True,False
4703,georges st-pierre,76,5'11,josh koscheck,73,5'10,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-08-25,georges st-pierre,True,True
4704,joe stevenson,70,5'7,kurt pellegrino,70,5'8,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-08-25,joe stevenson,True,False
4705,clay guida,70,5'7,marcus aurelio,74,5'10,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-08-25,clay guida,False,False
4706,thales leites,78,6'1,ryan jensen,76,6'1,submission,1,3 rnd (5-5-5),00:03:47,keith peterson,2007-08-25,thales leites,True,True
4707,anderson silva,77,6'2,nate marquardt,74,6'0,ko/tko,1,5 rnd (5-5-5-5-5),00:04:50,keith peterson,2007-07-07,anderson silva,True,True
4708,rashad evans,75,6'0,tito ortiz,74,6'3,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-07-07,anderson silva,False,False
4709,kenny florian,74,5'10,alvin robinson,68,5'9,ko/tko,1,3 rnd (5-5-5),00:04:30,keith peterson,2007-07-07,kenny florian,True,True
4710,antonio rodrigo nogueira,77,6'3,heath herring,78,6'4,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-07-07,antonio rodrigo nogueira,False,False
4711,sean sherk,67,5'6,hermes franca,71,5'6,decision - unanimous,5,5 rnd (5-5-5-5-5),00:25:00,keith peterson,2007-07-07,sean sherk,False,True
4712,frankie edgar,68,5'6,mark bocek,75,5'8,ko/tko,1,3 rnd (5-5-5),00:04:55,keith peterson,2007-07-07,frankie edgar,False,False
4713,gray maynard,70,5'9,rob emerson,70,5'9,could not continue,2,3 rnd (5-5-5),00:05:39,keith peterson,2007-06-23,leonard garcia,False,False
4714,nate diaz,76,6'0,manvel gamburyan,67,5'5,submission,2,3 rnd (5-5-5),00:05:20,keith peterson,2007-06-23,nate diaz,True,True
4715,bj penn,70,5'9,jens pulver,70,5'7,submission,2,3 rnd (5-5-5),00:08:12,keith peterson,2007-06-23,bj penn,True,True
4716,ed herman,77,6'1,scott smith,70,6'0,submission,2,3 rnd (5-5-5),00:07:25,keith peterson,2007-06-16,ed herman,True,True
4717,tyson griffin,68,5'6,clay guida,70,5'7,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-06-16,tyson griffin,False,False
4718,jason macdonald,80,6'3,rory singer,77,6'2,ko/tko,2,3 rnd (5-5-5),00:08:18,keith peterson,2007-06-16,jason macdonald,True,True
4719,rich franklin,76,6'1,yushin okami,75,6'2,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-06-16,rich franklin,True,False
4720,jon fitch,74,6'0,roan carneiro,76,5'11,submission,2,3 rnd (5-5-5),00:06:07,keith peterson,2007-06-12,jon fitch,False,False
4721,forrest petz,71,5'9,luigi fioravanti,70,5'8,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-06-12,forrest petz,True,True
4722,spencer fisher,68,5'7,sam stout,70,5'9,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-06-12,spencer fisher,False,False
4723,quinton jackson,73,6'1,chuck liddell,76,6'2,ko/tko,1,5 rnd (5-5-5-5-5),00:01:53,keith peterson,2007-05-26,quinton jackson,False,False
4724,thiago silva,74,6'2,james irvin,75,6'2,ko/tko,1,3 rnd (5-5-5),00:01:06,keith peterson,2007-05-26,thiago silva,False,True
4725,karo parisyan,72,5'10,joshua burkman,72,5'10,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-05-26,karo parisyan,True,True
4726,kalib starnes,74,6'3,chris leben,73,5'11,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-05-26,kalib starnes,True,True
4727,houston alexander,72,6'0,keith jardine,76,6'2,ko/tko,1,3 rnd (5-5-5),00:00:48,keith peterson,2007-05-26,houston alexander,False,False
4728,wilson gouveia,76,6'1,carmelo marrero,73,6'0,submission,1,3 rnd (5-5-5),00:03:06,keith peterson,2007-05-26,wilson gouveia,True,True
4729,lyoto machida,74,6'1,david heath,72,5'11,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-04-21,lyoto machida,True,True
4730,terry etim,73,6'1,matt grice,70,5'8,submission,1,3 rnd (5-5-5),00:04:48,keith peterson,2007-04-21,terry etim,True,True
4731,andrei arlovski,77,6'3,fabricio werdum,77,6'4,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-04-21,andrei arlovski,True,False
4732,gabriel gonzaga,76,6'2,mirko filipovic,73,6'2,ko/tko,1,3 rnd (5-5-5),00:04:51,keith peterson,2007-04-21,gabriel gonzaga,True,True
4733,michael bisping,75,6'1,elvis sinosic,77,6'3,ko/tko,2,3 rnd (5-5-5),00:06:40,keith peterson,2007-04-21,michael bisping,False,False
4734,jess liaudin,72,5'9,dennis siver,70,5'6,submission,1,3 rnd (5-5-5),00:01:21,keith peterson,2007-04-21,jess liaudin,True,True
4735,kendall grove,79,6'6,alan belcher,75,6'2,submission,2,3 rnd (5-5-5),00:09:42,keith peterson,2007-04-07,kendall grove,True,True
4736,roger huerta,70,5'9,leonard garcia,68,5'10,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-04-07,roger huerta,True,False
4737,yushin okami,75,6'2,mike swick,77,6'1,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-04-07,yushin okami,False,True
4738,matt serra,68,5'6,georges st-pierre,76,5'11,ko/tko,1,5 rnd (5-5-5-5-5),00:03:25,keith peterson,2007-04-07,matt serra,False,False
4739,josh koscheck,73,5'10,diego sanchez,72,5'10,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-04-07,josh koscheck,True,True
4740,thales leites,78,6'1,pete sell,75,5'11,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-04-07,thales leites,True,True
4741,kurt pellegrino,70,5'8,nate mohr,72,5'9,submission,1,3 rnd (5-5-5),00:02:58,keith peterson,2007-04-05,kurt pellegrino,False,False
4742,kuniyoshi hironaka,70,5'10,forrest petz,71,5'9,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-04-05,kuniyoshi hironaka,False,True
4743,joe stevenson,70,5'7,melvin guillard,71,5'9,submission,1,3 rnd (5-5-5),00:00:27,keith peterson,2007-04-05,joe stevenson,False,False
4744,drew fickett,70,5'10,keita nakamura,73,5'11,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-04-05,drew fickett,False,False
4745,roan carneiro,76,5'11,rich clementi,72,5'9,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-04-05,roan carneiro,True,True
4746,justin mccully,73,6'1,antoni hardonk,78,6'4,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-04-05,justin mccully,False,False
4747,wilson gouveia,76,6'1,seth petruzelli,76,6'0,submission,2,3 rnd (5-5-5),00:05:39,keith peterson,2007-04-05,wilson gouveia,True,True
4748,thiago tavares,70,5'7,naoyuki kotani,66,5'8,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-04-05,thiago tavares,True,False
4749,matt hughes,73,5'9,chris lytle,68,5'11,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-03-03,matt hughes,True,False
4750,randy couture,75,6'1,tim sylvia,80,6'8,decision - unanimous,5,5 rnd (5-5-5-5-5),00:25:00,keith peterson,2007-03-03,randy couture,False,False
4751,jon fitch,74,6'0,luigi fioravanti,70,5'8,submission,2,3 rnd (5-5-5),00:08:05,keith peterson,2007-03-03,jon fitch,True,True
4752,rich franklin,76,6'1,jason macdonald,80,6'3,ko/tko,2,3 rnd (5-5-5),00:10:00,keith peterson,2007-03-03,rich franklin,False,False
4753,gleison tibau,71,5'10,jason dent,71,5'10,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-03-03,gleison tibau,True,True
4754,martin kampmann,72,6'0,drew mcfedries,72,6'0,submission,1,3 rnd (5-5-5),00:04:06,keith peterson,2007-03-03,martin kampmann,True,True
4755,jason lambert,75,6'3,renato sobral,75,6'1,ko/tko,2,3 rnd (5-5-5),00:08:36,keith peterson,2007-03-03,jason lambert,True,True
4756,mirko filipovic,73,6'2,eddie sanchez,74,6'2,ko/tko,1,3 rnd (5-5-5),00:04:33,keith peterson,2007-02-03,mirko filipovic,False,True
4757,terry martin,71,5'8,jorge rivera,73,6'1,ko/tko,1,3 rnd (5-5-5),00:00:14,keith peterson,2007-02-03,terry martin,False,False
4758,quinton jackson,73,6'1,marvin eastman,73,5'9,ko/tko,2,3 rnd (5-5-5),00:08:49,keith peterson,2007-02-03,quinton jackson,True,True
4759,patrick cote,75,5'11,scott smith,70,6'0,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-02-03,patrick cote,True,True
4760,anderson silva,77,6'2,travis lutter,75,5'11,submission,2,3 rnd (5-5-5),00:07:11,keith peterson,2007-02-03,anderson silva,True,True
4761,frankie edgar,68,5'6,tyson griffin,68,5'6,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-02-03,frankie edgar,True,True
4762,jake o'brien,76,6'3,heath herring,78,6'4,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-01-25,jake o'brien,False,False
4763,hermes franca,71,5'6,spencer fisher,68,5'7,ko/tko,2,3 rnd (5-5-5),00:09:03,keith peterson,2007-01-25,hermes franca,True,False
4764,nate marquardt,74,6'0,dean lister,75,6'1,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2007-01-25,nate marquardt,False,False
4765,gabriel gonzaga,76,6'2,carmelo marrero,73,6'0,submission,1,3 rnd (5-5-5),00:03:22,keith peterson,2006-12-30,gabriel gonzaga,True,True
4766,jason macdonald,80,6'3,chris leben,73,5'11,submission,2,3 rnd (5-5-5),00:09:03,keith peterson,2006-12-30,jason macdonald,True,True
4767,michael bisping,75,6'1,eric schafer,76,6'3,ko/tko,1,3 rnd (5-5-5),00:04:24,keith peterson,2006-12-30,michael bisping,False,False
4768,keith jardine,76,6'2,forrest griffin,77,6'3,ko/tko,1,3 rnd (5-5-5),00:04:41,keith peterson,2006-12-30,keith jardine,False,False
4769,chuck liddell,76,6'2,tito ortiz,74,6'3,ko/tko,3,5 rnd (5-5-5-5-5),00:13:59,keith peterson,2006-12-30,chuck liddell,True,False
4770,yushin okami,75,6'2,rory singer,77,6'2,ko/tko,3,3 rnd (5-5-5),00:14:03,keith peterson,2006-12-30,yushin okami,False,True
4771,thiago alves,70,5'9,tony desouza,70,6'0,ko/tko,2,3 rnd (5-5-5),00:06:10,keith peterson,2006-12-30,thiago alves,True,False
4772,christian wellisch,77,6'2,anthony perosh,75,6'3,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2006-12-30,christian wellisch,True,False
4773,alan belcher,75,6'2,jorge santiago,75,6'1,ko/tko,3,3 rnd (5-5-5),00:12:45,keith peterson,2006-12-13,alan belcher,True,True
4774,diego sanchez,72,5'10,joe riggs,70,6'0,ko/tko,1,3 rnd (5-5-5),00:01:45,keith peterson,2006-12-13,diego sanchez,True,True
4775,karo parisyan,72,5'10,drew fickett,70,5'10,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2006-12-13,karo parisyan,True,True
4776,brock larson,71,5'11,keita nakamura,73,5'11,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2006-12-13,brock larson,False,True
4777,brandon vera,78,6'3,frank mir,79,6'3,ko/tko,1,3 rnd (5-5-5),00:01:09,keith peterson,2006-11-18,brandon vera,False,True
4778,georges st-pierre,76,5'11,matt hughes,73,5'9,ko/tko,2,5 rnd (5-5-5-5-5),00:06:25,keith peterson,2006-11-18,georges st-pierre,True,True
4779,drew mcfedries,72,6'0,alessio sakara,72,6'0,ko/tko,1,3 rnd (5-5-5),00:04:07,keith peterson,2006-11-18,drew mcfedries,True,True
4780,tim sylvia,80,6'8,jeff monson,74,5'9,decision - unanimous,5,5 rnd (5-5-5-5-5),00:25:00,keith peterson,2006-11-18,tim sylvia,True,True
4781,nick diaz,76,6'1,gleison tibau,71,5'10,ko/tko,2,3 rnd (5-5-5),00:07:27,keith peterson,2006-11-18,nick diaz,True,True
4782,travis lutter,75,5'11,patrick cote,75,5'11,submission,1,3 rnd (5-5-5),00:02:18,keith peterson,2006-11-11,travis lutter,True,True
